OBJECTID *,Shape *,FID_points,FID_points,osm_id,name,barrier,highway,ref,address,is_in,place,man_made,other_tags,lat,lon,FID_points_divided_MinimumBoundi1,FID_Dataset2SVISam_MinimumBoundi
112,点,1387,1477,5239073622, , , , , , , , ,"name:en=>""MUSIC INSTRUMENTAL SHOP"",""shop""=>""wine""",22.299105,114.172774,1,1
113,点,1389,1304,4850707758,Body Form, , , , , , , ,"addr:street=>""金马伦道 Cameron Road"",""shop""=>""clothes""",22.299109,114.173971,1,1
114,点,1392,1307,4850707761,na.mu, , , , , , , ,"addr:street=>""金马伦道 Cameron Road"",""shop""=>""yes""",22.29912,114.173825,1,1
115,点,1393,1202,4850515466,万宁 Mannings, , , , , , , ,"addr:street=>""金马伦道 Cameron Road"",""amenity""=>""pharmacy"",""brand""=>""万宁 Mannings"",""brand:en""=>""Mannings"",""brand:wikidata""=>""Q13646560"",""brand:zh""=>""万宁"",""brand:zh-Hans""=>""万宁"",""brand:zh-Hant""=>""万宁"",""healthcare""=>""pharmacy"",""name:en""=>",22.299123,114.174571,1,1
116,点,1394,1309,4850707763,自然派, , , , , , , ,"addr:street=>""加拿分道 Carnarvon Road"",""shop""=>""confectionery""",22.299125,114.173711,1,1
117,点,1396,1308,4850707762,文师傅粥品, , , , , , , ,"addr:street=>""金马伦道 Cameron Road"",""amenity""=>""restaurant""",22.29913,114.173862,1,1
118,点,1397,802,4758170322, , , , , , , , ,"name:en=>""Cameron Roa 19-21"",""tourism""=>""hotel""",22.299134,114.17407,1,1
119,点,1398,1303,4850707757,Optical Consultant, , , , , , , ,"addr:street=>""金马伦道 Cameron Road"",""shop""=>""optician""",22.299141,114.17411,1,1
120,点,1399,83,1189559510, ,kerb, , , , , , ,"kerb=>""raised""",22.299142,114.173098,1,1
121,点,1400,1201,4850515465,中国银行（香港） Bank of China (Hong Kong), , , , , , , ,"addr:street=>""金马伦道 Cameron Road"",""amenity""=>""bank"",""brand""=>""中国银行 Bank of China"",""brand:en""=>""Bank of China"",""brand:wikidata""=>""Q790068"",""brand:wikipedia""=>""en:Bank of China"",""brand:zh""=>""中国银行（香港）"",""brand:zh-Hans""=>""中t",22.299143,114.174661,1,1
122,点,1401,1200,4850515464,星展银行 DBS, , , , , , , ,"addr:street=>""金马伦道 Cameron Road"",""amenity""=>""bank"",""brand""=>""星展银行 DBS"",""brand:en""=>""DBS"",""brand:wikidata""=>""Q705417"",""brand:zh""=>""星展银行"",""brand:zh-Hans""=>""星展银行"",""brand:zh-Hant""=>""星展银行"",""name:en""=>""DBS"",""name:zh""=>",22.299148,114.17471,1,1
123,点,1402,1302,4850707756,莎莎 Sasa, , , , , , , ,"addr:street=>""金马伦道 Cameron Road"",""brand""=>""莎莎 Sasa"",""brand:en""=>""Sasa"",""brand:wikidata""=>""Q15910675"",""brand:zh""=>""莎莎"",""name:en""=>""Sasa"",""name:zh""=>""莎莎"",""shop""=>""cosmetics""",22.299152,114.174157,1,1
124,点,1404,786,4670414789,通利琴行 Tom Lee Music, , , , , , , ,"brand=>""通利琴行 Tom Lee Music"",""brand:en""=>""Tom Lee Music"",""brand:wikidata""=>""Q43487"",""brand:zh""=>""通利琴行"",""brand:zh-Hans""=>""通利琴行"",""brand:zh-Hant""=>""通利琴行"",""name:en""=>""Tom Lee Music"",""name:zh""=>""通利琴行"",""name:zh-Hans""=>""",22.299156,114.172837,1,1
125,点,1405,1210,4850515474,Milksha, , , , , , , ,"addr:street=>""加拿分道 Carnarvon Road"",""amenity""=>""cafe""",22.299157,114.173475,1,1
126,点,1408,879,4848017074,Mido, , , , , , , ,"addr:street=>""弥敦道 Nathan Road"",""shop""=>""yes""",22.29917,114.172261,1,1
127,点,1410,2692,12757687925, , , ,LCSD YTM/25, , , , ,"circumference=>""0.82"",""denotation""=>""natural_monument"",""height""=>""12"",""natural""=>""tree"",""species""=>""Ficus microcarpa"",""species:zh""=>""榕树 Chinese Banyan""",22.29919,114.171942,1,1
128,点,1411,1529,5859010785, , , , , , , , ,"amenity=>""restaurant"",""name:en""=>""Mui Kee Cookfood Stall""",22.299191,114.173135,1,1
129,点,1417,1301,4850707755,Tung Fong Hung, , , , , , , ,"addr:street=>""金马伦道 Cameron Road"",""shop""=>""yes""",22.299203,114.174252,1,1
130,点,1418,878,4848017073,Calzedonia, , , , , , , ,"addr:street=>""弥敦道 Nathan Road"",""brand""=>""Calzedonia"",""brand:wikidata""=>""Q1027874"",""shop""=>""clothes""",22.299209,114.172256,1,1
131,点,1419,1199,4850515463,298 Nikuya Kitchen, , , , , , , ,"addr:street=>""金马伦道 Cameron Road"",""disused:amenity""=>""restaurant"",""level""=>""3""",22.299216,114.174941,1,1
132,点,1420,775,4541756890, , , , , , , , ,"amenity=>""restaurant"",""name:ko""=>""카터킹""",22.299216,114.174299,1,1
133,点,1422,1300,4850707754,Via Tokyo, , , , , , , ,"addr:street=>""金马伦道 Cameron Road"",""amenity""=>""cafe""",22.299231,114.174371,1,1
134,点,1423,1590,6346245186, , , , , , , , ,"amenity=>""restaurant"",""cuisine""=>""chinese"",""name:en""=>""Block 18 Doggie’s Noodles""",22.299236,114.174548,1,1
135,点,1424,1310,4850707765,Amika, , , , , , , ,"addr:street=>""加拿分道 Carnarvon Road"",""shop""=>""hairdresser""",22.299241,114.173712,1,1
136,点,1425,877,4848017072,Longines, , , , , , , ,"addr:street=>""弥敦道 Nathan Road"",""shop""=>""clothes""",22.299245,114.172256,1,1
137,点,1426,1299,4850707753,Lamb, , , , , , , ,"addr:street=>""金马伦道 Cameron Road"",""shop""=>""clothes""",22.299249,114.174422,1,1
138,点,1428,685,4278242089,麦上日光 Guschlbauer, , , , , , , ,"name:en=>""Guschlbauer"",""name:zh""=>""麦上日光"",""shop""=>""bakery""",22.299264,114.174814,1,1
139,点,1430,1311,4850718803,Lamb, , , , , , , ,"addr:street=>""加拿分道 Carnarvon Road"",""shop""=>""clothes""",22.299271,114.173689,1,1
140,点,1433,876,4848017071,Burlington Arcade, , , , , , , ,"addr:street=>""弥敦道 Nathan Road"",""shop""=>""yes""",22.29928,114.172252,1,1
141,点,1436,1696,6506885420, , , , , , , , ,"amenity=>""parking"",""layer""=>""-1"",""parking""=>""underground""",22.299295,114.173208,1,1
142,点,1437,2693,12757687926, , , ,LCSD YTM/24, , , , ,"circumference=>""0.703"",""denotation""=>""natural_monument"",""height""=>""11"",""natural""=>""tree"",""species""=>""Ficus microcarpa"",""species:zh""=>""榕树 Chinese Banyan""",22.299296,114.171937,1,1
143,点,1439,1312,4850718804,Lime, , , , , , , ,"addr:street=>""加拿分道 Carnarvon Road"",""shop""=>""clothes""",22.299307,114.17368,1,1
144,点,1440,1298,4850707752,Magstore, , , , , , , ,"addr:street=>""金马伦道 Cameron Road"",""shop""=>""yes""",22.299313,114.174616,1,1
145,点,1444,738,4501699397,牛大人, , , , , , , ,"addr:housenumber=>""20"",""addr:street""=>""加拿分道 Carnarvon Road"",""amenity""=>""restaurant"",""level""=>""2"",""phone""=>""+852 3953 9350"",""website""=>""https://masterbeef.hk""",22.299325,114.173385,1,1
146,点,1445,1297,4850707751,Guangdong Barbecue Restaurant, , , , , , , ,"addr:street=>""金马伦道 Cameron Road"",""amenity""=>""restaurant""",22.299326,114.174698,1,1
147,点,1446,875,4848017070,Very Good Seafood Restaurant, , , , , , , ,"addr:city=>""Hong Kong"",""addr:district""=>""尖沙咀 Tsim Sha Tsui"",""addr:housenumber""=>""90-94"",""addr:province""=>""Hong Kong"",""addr:street""=>""弥敦道 Nathan Road"",""amenity""=>""restaurant"",""level""=>""-1"",""website""=>""http://www.verygood.com.hk""",22.299326,114.172245,1,1
148,点,1449,1213,4850515477,龙丰Mall, , , , , , , ,"addr:street=>""加拿分道 Carnarvon Road"",""amenity""=>""pharmacy"",""healthcare""=>""pharmacy"",""name:en""=>""Lung Fung Mall"",""name:zh""=>""龙丰Mall""",22.299332,114.173439,1,1
149,点,1456,1296,4850707750,Aji Ichiban, , , , , , , ,"addr:street=>""金马伦道 Cameron Road"",""shop""=>""yes""",22.299357,114.174762,1,1
150,点,1459,1295,4850707749,K.Z.M., , , , , , , ,"addr:street=>""金马伦道 Cameron Road"",""shop""=>""clothes""",22.29937,114.174829,1,1
151,点,1460,1313,4850718805,T.Co, , , , , , , ,"addr:street=>""加拿分道 Carnarvon Road"",""amenity""=>""fast_food""",22.299371,114.173644,1,1
152,点,1462,1294,4850707748,Staccato, , , , , , , ,"addr:street=>""金马伦道 Cameron Road"",""shop""=>""shoes""",22.29938,114.174869,1,1
153,点,1464,1211,4850515475,东亚银行 BEA, , , , , , , ,"addr:street=>""加拿分道 Carnarvon Road"",""amenity""=>""bank"",""brand""=>""东亚银行 Bank of East Asia"",""brand:en""=>""Bank of East Asia"",""brand:wikidata""=>""Q806679"",""brand:zh-Hans""=>""东亚银行"",""brand:zh-Hant""=>""东亚银行"",""name:en""=>""Bank of East",22.299396,114.173418,1,1
154,点,1467,1678,6384079263, , ,traffic_signals, , , , , ,"crossing=>""no"",""traffic_signals""=>""signal""",22.299407,114.172,1,1
155,点,1468,874,4848017069,The Body Shop, , , , , , , ,"addr:street=>""弥敦道 Nathan Road"",""brand""=>""The Body Shop"",""brand:wikidata""=>""Q837851"",""shop""=>""cosmetics""",22.299409,114.172269,1,1
156,点,1470,2494,11303852969,农米庄, , , , , , , ,"addr:housenumber=>""2"",""addr:street""=>""厚福街 Hau Fook Street"",""amenity""=>""restaurant""",22.299412,114.173806,1,1
157,点,1474,2542,11542491383, , ,crossing, , , , , , ,22.299419,114.173583,1,1
158,点,1477,1518,5660581324,铭兴山西刀削面, , , , , , , ,"addr:housenumber=>""2A"",""addr:street""=>""厚福街 Hau Fook Street"",""amenity""=>""restaurant""",22.299427,114.173868,1,1
159,点,1479,1082,4850136912,水门鸡饭 Water Gate Chicken Rice, , , , , , , ,"addr:housenumber=>""3"",""addr:street""=>""厚福街 Hau Fook Street"",""addr:unit""=>""2-3"",""amenity""=>""restaurant"",""cuisine""=>""thai"",""level""=>""0"",""name:en""=>""Water Gate Chicken Rice"",""name:zh""=>""水门鸡饭"",""phone""=>""+852 2891 6181""",22.29944,114.173923,1,1
160,点,1482,910,4848060590,Sam's Tailor, , , , , , , ,"addr:street=>""弥敦道 Nathan Road"",""shop""=>""tailor""",22.299446,114.172291,1,1
161,点,1483,635,4115973048,加连威老道邮政局 Granville Road Post Office, , ,GVR, , , , ,"amenity=>""post_office"",""collection_times""=>""Mo-Fr 16:30; Sa 13:00"",""name:en""=>""Granville Road Post Office"",""name:zh""=>""加连威老道邮政局"",""opening_hours""=>""Mo-Fr 09:30-16:30; Sa 09:30-13:00"",""operator""=>""香港邮政 Hongkong Post"",""operator:en""",22.299447,114.172618,1,1
162,点,1486,728,4416506891,第三代肥仔小食店 Fat Boy Shop, , , , , , , ,"addr:housenumber=>""3"",""addr:street""=>""厚福街 Hau Fook Street"",""addr:unit""=>""G1"",""amenity""=>""fast_food"",""contact:facebook""=>""https://www.facebook.com/fatguysnack/"",""name:en""=>""Fat Boy Shop"",""name:zh""=>""第三代肥仔小食店""",22.299461,114.174006,1,1
163,点,1487,632,4115973044,东亚银行 BEA, , , , , , , ,"amenity=>""bank"",""atm""=>""yes"",""brand""=>""东亚银行 Bank of East Asia"",""brand:en""=>""Bank of East Asia"",""brand:wikidata""=>""Q806679"",""brand:wikipedia""=>""zh:东亚银行"",""brand:zh-Hans""=>""东亚银行"",""brand:zh-Hant""=>""东亚银行"",""level""=>""0"",""name:e",22.299471,114.172272,1,1
164,点,1488,2208,10563766248,Mama Laundromat, , , , , , , ,"addr:housenumber=>""5-6"",""addr:street""=>""厚福街 Hau Fook Street"",""addr:unit""=>""7"",""opening_hours""=>""24/7"",""phone""=>""+852 5900 3507"",""shop""=>""laundry""",22.299473,114.174052,1,1
165,点,1490,1515,5618940021, , , , , , , , ,"addr:housenumber=>""33"",""addr:street""=>""金马伦道 Cameron Road"",""amenity""=>""restaurant"",""name:en""=>""chic by the oyster house""",22.299478,114.174959,1,1
166,点,1491,2134,10102932918,光荣冰室 Kwong Wing, , , , , , , ,"addr:housenumber=>""5-6"",""addr:street""=>""厚福街 Hau Fook Street"",""addr:unit""=>""6"",""contact:facebook""=>""https://www.facebook.com/116149449769292/"",""contact:instagram""=>""https://www.instagram.com/gloryfandb/"",""cuisine""=>""cantonese"",""disused:amenity""=>""",22.299481,114.174088,1,1
167,点,1492,1214,4850515478,7-Eleven, , , , , , , ,"addr:country=>""HK"",""addr:street""=>""加拿分道 Carnarvon Road"",""brand""=>""7-Eleven"",""brand:wikidata""=>""Q259340"",""name:en""=>""7-Eleven"",""name:zh""=>""7-11便利店"",""shop""=>""convenience""",22.299488,114.173389,1,1
168,点,1494,1314,4850718806,Hashtag B, , , , , , , ,"addr:street=>""厚福街 Hau Fook Street"",""shop""=>""bakery""",22.299493,114.173604,1,1
169,点,1496,2694,12757687927, , , ,LCSD YTM/23, , , , ,"circumference=>""0.94"",""denotation""=>""natural_monument"",""height""=>""12"",""natural""=>""tree"",""species""=>""Ficus microcarpa"",""species:zh""=>""榕树 Chinese Banyan""",22.299498,114.171928,1,1
170,点,1497,634,4115973047,花旗银行 Citibank, , , , , , , ,"amenity=>""atm"",""brand""=>""花旗银行 Citibank"",""brand:en""=>""Citibank"",""brand:wikidata""=>""Q857063"",""brand:wikipedia""=>""en:Citibank"",""brand:zh""=>""花旗银行"",""brand:zh-Hans""=>""花旗银行"",""brand:zh-Hant""=>""花旗银行"",""level""=>""0"",""name:en""=>""Citi",22.299499,114.172552,1,1
171,点,1501,2207,10563766247, , , , , , , , ,"addr:housenumber=>""5-6"",""addr:street""=>""厚福街 Hau Fook Street"",""addr:unit""=>""7""",22.299514,114.174193,1,1
172,点,1502,1772,6705233697, , ,traffic_signals,K004, , , , , ,22.299514,114.172022,1,1
173,点,1503,1315,4850718807,茶救星球蔬果茶, , , , , , , ,"addr:street=>""加拿分道 Carnarvon Road"",""shop""=>""beverages""",22.299523,114.173596,1,1
174,点,1507,1589,6346245185,福禧越南泰国餐厅 Full Viet Thai Restaurant, , , , , , , ,"addr:housenumber=>""5-6"",""addr:street""=>""厚福街 Hau Fook Street"",""amenity""=>""restaurant"",""cuisine""=>""thai;vietnamese;chinese"",""name:en""=>""Full Viet Thai Restaurant"",""name:zh""=>""福禧越南泰国餐厅""",22.299539,114.174309,1,1
175,点,1509,1545,5983133398, , ,crossing, , , , , ,"crossing=>""traffic_signals""",22.299549,114.172197,1,1
176,点,1510,1316,4850718808,Eunice, , , , , , , ,"addr:street=>""加拿分道 Carnarvon Road"",""shop""=>""clothes""",22.299549,114.173589,1,1
177,点,1511,1436,4962619222, , , , , , , , ,"addr:housenumber=>""2/F, H8, 8"",""addr:street""=>""厚福街 Hau Fook Street"",""amenity""=>""restaurant"",""cuisine""=>""spanish;international;coffee_shop;tapas"",""name:en""=>""Espuma"",""opening_hours""=>""Mo-Su 12:00-23:30"",""phone""=>""27392080""",22.299553,114.17454,1,1
178,点,1513,2212,10591082105, , , , , , , , ,"amenity=>""restaurant"",""name:en""=>""Happy Together""",22.299555,114.174245,1,1
179,点,1514,1677,6384079260, , ,traffic_signals, , , , , ,"crossing=>""separate"",""traffic_signals""=>""signal""",22.299558,114.172233,1,1
180,点,1515,637,4115973053,寿司郎 Sushiro, , , , , , , ,"amenity=>""restaurant"",""brand""=>""寿司郎 Sushiro"",""brand:en""=>""Sushiro"",""brand:ja""=>""スシロー"",""brand:wikidata""=>""Q11257037"",""brand:zh""=>""寿司郎"",""brand:zh-Hans""=>""寿司郎"",""brand:zh-Hant""=>""寿司郎"",""cuisine""=>""sushi"",""name:en""=>""Sushiro"",",22.299559,114.17265,1,1
181,点,1518,1528,5800281653,云桂香 Yugu Noodle, , , , , , , ,"addr:housenumber=>""12"",""addr:street""=>""厚福街 Hau Fook Street"",""amenity""=>""restaurant"",""name:en""=>""Yugu Noodle"",""name:zh""=>""云桂香""",22.299567,114.173901,1,1
182,点,1520,1215,4850515479,Mia for Hair, , , , , , , ,"addr:street=>""加拿分道 Carnarvon Road"",""level""=>""1"",""shop""=>""hairdresser""",22.299568,114.173348,1,1
183,点,1523,2131,10102882153,研香 Grindie, , , , , , , ,"addr:housenumber=>""7"",""addr:street""=>""厚福街 Hau Fook Street"",""amenity""=>""restaurant"",""contact:facebook""=>""https://www.facebook.com/grindie.hk/"",""contact:instagram""=>""https://www.instagram.com/grindie.hk/"",""cuisine""=>""dessert"",""name:en""=>""Grindie"",""",22.299573,114.174382,1,1
184,点,1527,1317,4850718809,Umami Foods, , , , , , , ,"addr:street=>""加拿分道 Carnarvon Road"",""disused:amenity""=>""restaurant""",22.299578,114.17358,1,1
185,点,1528,781,4607423791,牛駅 Beef Station, , , , , , , ,"amenity=>""restaurant"",""name:en""=>""Beef Station"",""name:zh""=>""牛駅""",22.29958,114.172723,1,1
186,点,1529,687,4280029290,Paisano's Pizzeria, , , , , , , ,"addr:housenumber=>""8"",""addr:street""=>""加连威老道 Granville Road"",""amenity""=>""restaurant"",""cuisine""=>""pizza"",""level""=>""0"",""takeaway""=>""yes"",""website""=>""https://www.paisanos.com.hk/""",22.299592,114.172769,1,1
187,点,1530,1675,6384079254, , ,crossing, , , , , ,"crossing=>""traffic_signals""",22.299594,114.171989,1,1
188,点,1532,731,4416615189, , , , , , , , ,"amenity=>""restaurant"",""name:en""=>""Hung Lee"",""opening_hours""=>""Mo-Su 07:00-22:00""",22.299603,114.173828,1,1
189,点,1533,818,4819688822,汇宝找换行, , , , , , , ,"amenity=>""bureau_de_change""",22.299604,114.172819,1,1
190,点,1534,1674,6384079251, , ,crossing, , , , , ,"crossing=>""traffic_signals""",22.299604,114.172071,1,1
191,点,1535,1318,4850718810,雅施 Aster, , , , , , , ,"addr:street=>""加拿分道 Carnarvon Road"",""disused:shop""=>""cosmetics"",""name:en""=>""Aster"",""name:zh""=>""雅施""",22.299607,114.173572,1,1
192,点,1542,305,2560879529,Cocky Bar, , , , , , , ,"amenity=>""bar""",22.299636,114.172258,1,1
193,点,1544,2132,10102908791,令和锅物酒场 Reiwa Shabu Shabu & Sake, , , , , , , ,"addr:housenumber=>""9"",""addr:street""=>""厚福街 Hau Fook Street"",""amenity""=>""restaurant"",""contact:facebook""=>""https://www.facebook.com/reiwa.tst"",""contact:instagram""=>""https://www.instagram.com/reiwatst/"",""cuisine""=>""japanese"",""name:en""=>""Reiwa Shabu S",22.299643,114.174278,1,1
194,点,1545,1473,5194112524,鮨乐 Sushi Raku, , , , , , , ,"amenity=>""restaurant"",""cuisine""=>""sushi"",""name:en""=>""Sushi Raku"",""name:zh""=>""鮨乐""",22.299646,114.17299,1,1
195,点,1546,2697,12757687931, , , ,LCSD YTM/22, , , , ,"circumference=>""0.71"",""denotation""=>""natural_monument"",""height""=>""8"",""natural""=>""tree"",""species""=>""Ficus microcarpa"",""species:zh""=>""榕树 Chinese Banyan""",22.299647,114.171909,1,1
196,点,1548,1212,4850515476,烧肉801 Yakiniku801, , , , , , , ,"addr:housenumber=>""14"",""addr:street""=>""加连威老道 Granville Road"",""amenity""=>""restaurant"",""cuisine""=>""yakiniku"",""name:en""=>""Yakiniku801"",""name:zh""=>""烧肉801""",22.299661,114.173054,1,1
197,点,1550,636,4115973052,创兴银行 Chong Hing Bank, , , , , , , ,"amenity=>""bank"",""atm""=>""yes"",""brand""=>""创兴银行 Chong Hing Bank"",""brand:en""=>""Chong Hing Bank"",""brand:wikidata""=>""Q5104600"",""brand:zh""=>""创兴银行"",""brand:zh-Hans""=>""创兴银行"",""brand:zh-Hant""=>""创兴银行"",""level""=>""0"",""name:en""=>""Chong Hi",22.299678,114.173122,1,1
198,点,1551,1319,4850718811,生作Phone, , , , , , , ,"addr:housenumber=>""51"",""addr:street""=>""加拿分道 Carnarvon Road"",""shop""=>""mobile_phone_accessories""",22.299678,114.173545,1,1
199,点,1552,1676,6384079256, , ,traffic_signals, , , , , ,"crossing=>""separate"",""traffic_signals""=>""signal""",22.299682,114.172067,1,1
200,点,1553,1517,5653221121, , , , , , , , ,"addr:street=>""弥敦道 Nathan Road"",""amenity""=>""restaurant"",""cuisine""=>""japanese"",""internet_access""=>""wlan"",""name:en""=>""Hiroshi Japanese food and dessert"",""opening_hours""=>""Mo-Sa 12:00-23:00; Su 12:00-22:30"",""phone""=>""27372665""",22.299686,114.172522,1,1
201,点,1555,1320,4850718812,Paws Crystal, , , , , , , ,"addr:housenumber=>""51"",""addr:street""=>""加拿分道 Carnarvon Road"",""level""=>""1"",""shop""=>""jewelry""",22.299699,114.17355,1,1
202,点,1556,1468,5172665423,源记餐厅 Yuen Kee, , , , , , , ,"amenity=>""restaurant"",""name:en""=>""Yuen Kee"",""name:zh""=>""源记餐厅""",22.299701,114.173223,1,1
203,点,1559,2213,10591082205, , , , , , , , ,"amenity=>""fast_food"",""name:en""=>""Street food""",22.299709,114.174415,1,1
204,点,1561,633,4115973045,中国银行（香港） Bank of China (Hong Kong), , , , , , , ,"amenity=>""bank"",""atm""=>""yes"",""brand""=>""中国银行 Bank of China"",""brand:en""=>""Bank of China"",""brand:wikidata""=>""Q790068"",""brand:wikipedia""=>""en:Bank of China"",""brand:zh""=>""中国银行（香港）"",""brand:zh-Hans""=>""中国银行（香港）"",""brand:z",22.299725,114.173325,1,1
205,点,1562,2695,12757687928, , , ,LCSD YTM/21, , , , ,"circumference=>""1.36"",""denotation""=>""natural_monument"",""height""=>""13"",""natural""=>""tree"",""species""=>""Ficus microcarpa"",""species:zh""=>""榕树 Chinese Banyan""",22.299725,114.171903,1,1
206,点,1563,1761,6705233530, , , ,K175, , , ,street_cabinet,"crossing:scramble=>""yes"",""crossing:signals""=>""dedicated"",""intersection""=>""normal"",""junction""=>""intersection"",""material""=>""metal"",""street_cabinet""=>""traffic_control"",""traffic_signals""=>""signal"",""traffic_signals:ref""=>""K175""",22.299729,114.173379,1,1
207,点,1564,2613,12090385146, , ,traffic_signals,K175, , , , ,"crossing=>""separate"",""intersection""=>""normal"",""junction""=>""separate"",""traffic_signals""=>""signal"",""traffic_signals:ref""=>""K175""",22.299738,114.173428,1,1
208,点,1565,1352,4858634121,永旺 AEON, , , , , , , ,"brand=>""永旺"",""brand:en""=>""AEON"",""brand:wikidata""=>""Q271413"",""brand:wikipedia""=>""zh:永旺"",""brand:zh""=>""永旺"",""name:en""=>""AEON"",""name:zh""=>""永旺"",""opening_hours""=>""Mo-Su 10:00-23:00"",""shop""=>""supermarket""",22.299761,114.17222,1,1
209,点,1566,2580,11819629488,瑞生尖沙咀酒店 attitude on granville, , , , , , , ,"addr:housenumber=>""20"",""addr:street""=>""加连威老道 Granville Road"",""addr:street:en""=>""Granville Road"",""addr:street:zh""=>""加连威老道"",""name:en""=>""attitude on granville"",""name:zh""=>""瑞生尖沙咀酒店"",""rooms""=>""81"",""tourism""=>""hotel"",""websit",22.299766,114.173718,1,1
210,点,1567,2603,12090385136, ,kerb, , , , , , ,"access=>""yes"",""kerb""=>""lowered"",""tactile_paving""=>""yes"",""tactile_paving:colour""=>""yellow""",22.299766,114.17337,1,1
211,点,1568,555,3906193412,百老汇The ONE Broadway The ONE, , , , , , , ,"amenity=>""cinema"",""brand""=>""百老汇戏院 Broadway Circuit"",""brand:en""=>""Broadway Circuit"",""brand:wikidata""=>""Q15909979"",""brand:zh""=>""百老汇戏院"",""name:en""=>""Broadway The ONE"",""name:zh""=>""百老汇The ONE""",22.299768,114.172453,1,1
212,点,1570,784,4646624590,青木百货 Greenwood Mart, , , , , , , ,"name:en=>""Greenwood Mart"",""name:zh""=>""青木百货"",""shop""=>""chemist""",22.299774,114.17352,1,1
213,点,1571,2533,11542491233, , ,crossing, , , , , ,"crossing=>""traffic_signals"",""crossing:markings""=>""zebra"",""crossing:markings:colour""=>""yellow"",""crossing:scramble""=>""separate"",""crossing:signals""=>""dedicated"",""kerb:both""=>""separate"",""road_marking""=>""separate"",""tactile_paving""=>""kerb"",""traffic_signals""=",22.299778,114.173415,1,1
214,点,1572,2133,10102908792,茶理史 Charles Tea Bar, , , , , , , ,"addr:housenumber=>""9"",""addr:street""=>""厚福街 Hau Fook Street"",""addr:unit""=>""B"",""amenity""=>""cafe"",""contact:facebook""=>""https://www.facebook.com/charlesteabar/"",""contact:instagram""=>""https://www.instagram.com/charlesteabar/"",""cuisine""=>""bubble_tea"",""l",22.29978,114.174412,1,1
215,点,1573,740,4505393789, , , , , , , , ,"addr:housenumber=>""Level 3, 100"",""addr:street""=>""弥敦道 Nathan Road"",""amenity""=>""restaurant"",""name:en""=>""Dim Sum Icon""",22.299783,114.172547,1,1
216,点,1574,2608,12090385141, ,kerb, , , , , , ,"access=>""yes"",""kerb""=>""lowered"",""tactile_paving""=>""yes"",""tactile_paving:colour""=>""yellow""",22.299786,114.173307,1,1
217,点,1575,2612,12090385145, ,kerb, , , , , , ,"access=>""yes"",""incline""=>""up"",""kerb""=>""raised"",""tactile_paving""=>""no""",22.299788,114.173357,1,1
218,点,1576,2602,12090385135, ,kerb, , , , , , ,"access=>""yes"",""kerb""=>""lowered"",""tactile_paving""=>""yes"",""tactile_paving:colour""=>""yellow""",22.29979,114.173455,1,1
219,点,1577,901,4848052037,Rolex, , , , , , , ,"addr:street=>""弥敦道 Nathan Road"",""brand""=>""Rolex"",""brand:wikidata""=>""Q62288"",""shop""=>""watches""",22.299792,114.171746,1,1
220,点,1578,2082,9875923912,金巴利道 Kimberley Road, ,bus_stop, , , , , ,"bus=>""yes"",""local_ref""=>""N11"",""name:en""=>""Kimberley Road"",""name:zh""=>""金巴利道"",""network""=>""KMB"",""network:wikidata""=>""Q312243"",""operator""=>""九巴 KMB"",""operator:en""=>""KMB"",""operator:wikidata""=>""Q312243"",""operator:zh""=>""九巴"",""owner""=>""九巴 KMB",22.299792,114.1719,1,1
221,点,1579,1535,5939163185, , , , , , , , ,"addr:street=>""加连威老道 Granville Road"",""amenity""=>""restaurant"",""name:en""=>""Woolloomooloo Steakhouse""",22.299793,114.172755,1,1
222,点,1581,2214,10606166005, , , , , , , , ,"amenity=>""restaurant"",""name:en""=>""Afuri Ramen""",22.299802,114.172718,1,1
223,点,1582,2083,9875923913,金巴利道 Kimberley Road, , , , , , , ,"bus=>""yes"",""name:en""=>""Kimberley Road"",""name:zh""=>""金巴利道"",""public_transport""=>""stop_position""",22.299809,114.171976,1,1
224,点,1583,2610,12090385143, ,kerb, , , , , , ,"access=>""yes"",""incline""=>""down"",""kerb""=>""raised"",""tactile_paving""=>""no""",22.29981,114.173449,1,1
225,点,1585,2536,11542491238, , ,crossing, , , , , ,"crossing=>""traffic_signals"",""crossing:markings""=>""zebra"",""crossing:markings:colour""=>""yellow"",""crossing:scramble""=>""separate"",""crossing:signals""=>""dedicated"",""kerb:both""=>""separate"",""road_marking""=>""separate"",""tactile_paving""=>""kerb"",""traffic_signals""=",22.299814,114.173299,1,1
226,点,1586,2604,12090385137, ,kerb, , , , , , ,"access=>""yes"",""kerb""=>""lowered"",""tactile_paving""=>""yes"",""tactile_paving:colour""=>""yellow""",22.299828,114.173494,1,1
227,点,1587,114,1649048714, , , ,K175, , , , ,"crossing=>""traffic_signals"",""crossing:markings""=>""zebra"",""crossing:markings:colour""=>""yellow"",""crossing:scramble""=>""yes"",""crossing:signals""=>""dedicated"",""intersection""=>""diverging"",""junction""=>""diverging"",""kerb:both""=>""separate"",""road_marking""=>""separa",22.299839,114.173398,1,1
228,点,1589,900,4848052036,Tudor, , , , , , , ,"addr:street=>""弥敦道 Nathan Road"",""shop""=>""jewelry""",22.299844,114.17175,1,1
