OBJECTID *,Shape *,FID_points,FID_points,osm_id,name,barrier,highway,ref,address,is_in,place,man_made,other_tags,lat,lon,FID_points_divided_MinimumBoundi1,FID_DatasetlSVISam_MinimumBoundi
220,点,881,905,4848052042,英皇鐘錶珠寶 Emperor Watch and Jewellry, , , , , , , ,"addr:door=>""G06"",""addr:housename""=>""iSQUARE"",""addr:housename:en""=>""iSQUARE"",""addr:housename:zh""=>""iSQUARE"",""addr:housenumber""=>""63"",""addr:street""=>""彌敦道 Nathan Road"",""addr:street:en""=>""Nathan Road"",""addr:street:wikidata""=>""Q2188138"",""addr:street:z",22.297301,114.171964,1,1
221,点,883,1581,6309071634,iSQUARE, , ,R, , , , ,"addr:housename=>""國際廣場 iSQUARE"",""addr:housename:en""=>""iSQUARE"",""addr:housename:zh""=>""國際廣場"",""addr:housenumber""=>""63"",""addr:street""=>""彌敦道 Nathan Road"",""addr:street:en""=>""Nathan Road"",""addr:street:wikidata""=>""Q2188138"",""addr:street:zh",22.297308,114.172037,1,1
222,点,884,1036,4849863710,中國工商銀行（亞洲） ICBC (Asia), , , , , , , ,"addr:street=>""漢口道 Hankow Road"",""amenity""=>""bank"",""brand""=>""中國工商銀行"",""brand:en""=>""Industrial and Commercial Bank of China"",""brand:wikidata""=>""Q26463"",""brand:zh""=>""中國工商銀行"",""brand:zh-Hans""=>""中国工商银行"",""brand:zh-Hant""",22.297331,114.171192,1,1
223,点,887,1058,4849902143,炯記燒味 Gwing Kee Roasted, , , , , , , ,"addr:street=>""樂道 Lock Road"",""amenity""=>""restaurant"",""level""=>""0"",""name:en""=>""Gwing Kee Roasted"",""name:zh""=>""炯記燒味"",""opening_hours""=>""Mo-Su,PH 11:00-21:00""",22.297348,114.171484,1,1
224,点,889,1447,5095667323,Rahman Fashion, , , , , , , ,"name:zh=>""Rahman Fashion"",""shop""=>""clothes""",22.29735,114.172601,1,1
225,点,890,655,4227025589,珍妮曲奇 Jenny Bakery, , , , , , , ,"addr:door=>""42"",""addr:housename""=>""美麗都大廈 Mirador Mansion"",""addr:housename:en""=>""Mirador Mansion"",""addr:housename:zh""=>""美麗都大廈"",""addr:street""=>""彌敦道 Nathan Road"",""addr:street:en""=>""Nathan Road"",""addr:street:zh""=>""彌敦道"",""bran",22.297354,114.172485,1,1
226,点,891,904,4848052041,Alive Fitness, , , , , , , ,"addr:street=>""彌敦道 Nathan Road"",""leisure""=>""fitness_centre""",22.297366,114.171958,1,1
227,点,893,903,4848052040,Canon, , , , , , , ,"addr:street=>""彌敦道 Nathan Road"",""shop""=>""camera""",22.297369,114.171921,1,1
228,点,897,891,4848019838,Fanda, , , , , , , ,"addr:street=>""彌敦道 Nathan Road"",""amenity""=>""pharmacy"",""healthcare""=>""pharmacy""",22.297381,114.172356,1,1
229,点,905,2287,10880215929,牛品台式火鍋 Beef Bang Taiwanese Hot Pot, , , , , , , ,"addr:housenumber=>""32-34"",""addr:level""=>""1"",""addr:street""=>""樂道 Lock Road"",""amenity""=>""restaurant"",""cuisine""=>""chinese"",""name:en""=>""Beef Bang Taiwanese Hot Pot"",""name:zh""=>""牛品台式火鍋""",22.297411,114.171645,1,1
230,点,906,1053,4849902131,阿四快餐 Ah Say Fast Food, , , , , , , ,"addr:housenumber=>""21"",""addr:street""=>""樂道 Lock Road"",""amenity""=>""fast_food"",""cuisine""=>""chinese"",""level""=>""0"",""name:en""=>""Ah Say Fast Food"",""name:zh""=>""阿四快餐"",""opening_hours""=>""Mo-Su,PH 07:00-02:00"",""phone""=>""+852 23116882""",22.297422,114.171479,1,1
231,点,910,707,4375050021,尚至醫療 Virtus, , , , , , , ,"addr:housenumber=>""28"",""addr:street""=>""漢口道 Hankow Road"",""amenity""=>""clinic"",""healthcare""=>""clinic"",""name:en""=>""Virtus"",""name:zh""=>""尚至醫療"",""website""=>""https://virtusmedical.com""",22.29744,114.171184,1,1
232,点,911,2288,10880215930,春陽茶事 Chun Yang Tea, , , , , , , ,"addr:housenumber=>""32-34"",""addr:street""=>""樂道 Lock Road"",""name:en""=>""Chun Yang Tea"",""name:zh""=>""春陽茶事"",""shop""=>""beverages""",22.297445,114.171643,1,1
233,点,914,1442,5037252092,高球城 Super Golf, , , , , , , ,"name:en=>""Super Golf"",""name:zh""=>""高球城"",""shop""=>""golf""",22.297463,114.171183,1,1
234,点,917,811,4784310021, , , , , , , , ,"addr:street=>""亞士厘道 Ashley Road"",""amenity""=>""bar"",""internet_access""=>""wlan"",""name:en""=>""Taproom Local Craft Beer""",22.297474,114.1706,1,1
235,点,920,2289,10880215931,花斑茶社 A Boutea, , , , , , , ,"addr:housenumber=>""32-34"",""addr:street""=>""樂道 Lock Road"",""name:en""=>""A Boutea"",""name:zh""=>""花斑茶社"",""shop""=>""beverages""",22.297478,114.171641,1,1
236,点,921,1017,4849843762,逸壽司, , , , , , , ,"addr:street=>""亞士厘道 Ashley Road"",""amenity""=>""restaurant"",""cuisine""=>""sushi""",22.297481,114.170558,1,1
237,点,923,890,4848019837,卓悅 Bonjour, , , , , , , ,"addr:street=>""彌敦道 Nathan Road"",""brand""=>""卓悅 Bonjour"",""brand:en""=>""Bonjour"",""brand:wikidata""=>""Q10906081"",""brand:zh""=>""卓悅"",""name:en""=>""Bonjour"",""name:zh""=>""卓悅"",""shop""=>""cosmetics""",22.297487,114.172354,1,1
238,点,924,592,3914318602,7-Eleven, , , , , , , ,"addr:country=>""HK"",""brand""=>""7-Eleven"",""brand:wikidata""=>""Q259340"",""brand:wikipedia""=>""en:7-Eleven"",""name:en""=>""7-Eleven"",""name:zh""=>""7-11便利店"",""shop""=>""convenience"",""website""=>""https://www.7-eleven.com.hk/""",22.297497,114.172031,1,1
239,点,926,1037,4849863711,紳士翡翠 Suns Fei Cui Jade, , , , , , , ,"addr:street=>""漢口道 Hankow Road"",""name:en""=>""Suns Fei Cui Jade"",""name:zh""=>""紳士翡翠"",""shop""=>""jewelry""",22.297504,114.171179,1,1
240,点,928,2286,10880215928,FIT24 Fitness, , , , , , , ,"addr:housenumber=>""81"",""addr:street""=>""彌敦道 Nathan Road"",""leisure""=>""fitness_centre""",22.297511,114.171639,1,1
241,点,929,2276,10880215918,品味料理 V&B Cuisine, , , , , , , ,"addr:housenumber=>""21A"",""addr:street""=>""樂道 Lock Road"",""amenity""=>""restaurant"",""name:en""=>""V&B Cuisine"",""name:zh""=>""品味料理""",22.297514,114.171473,1,1
242,点,936,809,4780334822,Hungry Korean, , , , , , , ,"addr:street=>""亞士厘道 Ashley Road"",""amenity""=>""restaurant"",""cuisine""=>""korean"",""name:ko""=>""헝그리코리언""",22.297538,114.17055,1,1
243,点,937,1015,4849843760,Alchemy Beauty 艾卡美美容, , , , , , , ,"addr:street=>""漢口道 Hankow Road"",""level""=>""1"",""name:en""=>""Alchemy Beauty"",""name:zh""=>""艾卡美美容"",""shop""=>""beauty""",22.297541,114.170927,1,1
244,点,938,1016,4849843761,香港賽馬會 The Hong Kong Jockey Club, , , , , , , ,"addr:street=>""漢口道 Hankow Road"",""name:en""=>""The Hong Kong Jockey Club"",""name:zh""=>""香港賽馬會"",""operator""=>""香港賽馬會 The Hong Kong Jockey Club"",""operator:en""=>""The Hong Kong Jockey Club"",""operator:short""=>""HKJC"",""operator:wikidata""=>""Q",22.297544,114.170975,1,1
245,点,939,1047,4849887209,Istanbul Kebab, , , , , , , ,"addr:street=>""樂道 Lock Road"",""amenity""=>""restaurant"",""cuisine""=>""turkish""",22.297544,114.171636,1,1
246,点,940,2506,11397444269, , , , , , , , ,"amenity=>""restaurant""",22.297548,114.171833,1,1
247,点,941,1038,4849863712,和味 Wow Taste, , , , , , , ,"addr:street=>""漢口道 Hankow Road"",""amenity""=>""restaurant"",""name:en""=>""Wow Taste"",""name:zh""=>""和味""",22.297556,114.171182,1,1
248,点,942,889,4848019836,Genéve Watch Centre, , , , , , , ,"addr:street=>""彌敦道 Nathan Road"",""shop""=>""jewelry""",22.29756,114.172346,1,1
249,点,944,680,4275838689,澳門茶餐廳 Macau Restaurant, , , , , , , ,"addr:housenumber=>""25"",""addr:street""=>""樂道 Lock Road"",""amenity""=>""restaurant"",""name:en""=>""Macau Restaurant"",""name:zh""=>""澳門茶餐廳"",""phone""=>""85223668148""",22.297575,114.171634,1,1
250,点,947,2650,12728089901,Nón Cafe, , , , , , , ,"addr:housenumber=>""24-38"",""addr:street""=>""亞士厘道 Ashley Road"",""amenity""=>""cafe"",""contact:instagram""=>""noncafevn"",""cuisine""=>""vietnamese"",""internet_access""=>""wlan"",""opening_hours""=>""Mo-Th 08:00-20:00; Fr 08:00-21:00; Sa-Su 10:00-21:00""",22.29758,114.170543,1,1
251,点,949,2381,11139443097,海防道 Haiphong Road, ,bus_stop, , , , , ,"bus=>""yes"",""local_ref""=>""N4"",""name:en""=>""Haiphong Road"",""name:zh""=>""海防道"",""network""=>""KMB"",""network:wikidata""=>""Q312243"",""operator""=>""九巴 KMB"",""operator:en""=>""KMB"",""operator:wikidata""=>""Q312243"",""operator:zh""=>""九巴"",""owner""=>""九巴 KMB"",""ow",22.297583,114.172048,1,1
252,点,950,1443,5057028187,海防道 Haiphong Road, , , , , , , ,"bus=>""yes"",""name:en""=>""Haiphong Road"",""name:zh""=>""海防道"",""public_transport""=>""stop_position""",22.297587,114.172126,1,1
253,点,953,1052,4849902129,星林居雲南米線餐廳 Sing Lum Khui Sour & Spicy Rice Noodle Restaurant, , , , , , , ,"addr:street=>""樂道 Lock Road"",""amenity""=>""restaurant"",""name:en""=>""Sing Lum Khui Sour & Spicy Rice Noodle Restaurant"",""name:ko""=>""성림거"",""name:zh""=>""星林居雲南米線餐廳""",22.297602,114.171467,1,1
254,点,954,306,2594875206,咖啡弄 Coffee Alley, , , , , , , ,"addr:city=>""尖沙咀 Tsim Sha Tsui"",""addr:housename""=>""漢興大廈"",""addr:housenumber""=>""38-40"",""addr:street""=>""漢口道 Hankow Road"",""amenity""=>""cafe"",""branch""=>""尖沙咀店 Tsim Sha Tsui Branch"",""branch:en""=>""Tsim Sha Tsui Branch"",""branch:zh""=>""九",22.297609,114.171167,1,1
255,点,955,2326,11036896466,海防道 Haiphong Road, ,bus_stop, , , , , ,"bus=>""yes"",""name:en""=>""Haiphong Road"",""name:zh""=>""海防道"",""network""=>""CTB;Cityflyer"",""network:wikidata""=>""Q5124055;Q5124066"",""operator""=>""城巴 Citybus"",""operator:en""=>""Citybus"",""operator:wikidata""=>""Q5124055"",""operator:zh""=>""城巴"",""owner""=>""城""",22.29761,114.172046,1,1
256,点,956,2325,11036896465,海防道 Haiphong Road, , , , , , , ,"bus=>""yes"",""name:en""=>""Haiphong Road"",""name:zh""=>""海防道"",""public_transport""=>""stop_position""",22.297614,114.172124,1,1
257,点,958,1046,4849887207,將軍攝影器材公司 Shogun Camera Company, , , , , , , ,"addr:housenumber=>""42"",""addr:street""=>""樂道 Lock Road"",""name:en""=>""Shogun Camera Company"",""name:zh""=>""將軍攝影器材公司"",""shop""=>""camera""",22.297622,114.171631,1,1
258,点,960,297,2512209257,海防道 Haiphong Road, ,bus_stop, , , , , ,"bus=>""yes"",""local_ref""=>""N5"",""name:en""=>""Haiphong Road"",""name:zh""=>""海防道"",""network""=>""KMB"",""network:wikidata""=>""Q312243"",""operator""=>""九巴 KMB"",""operator:en""=>""KMB"",""operator:wikidata""=>""Q312243"",""operator:zh""=>""九巴"",""owner""=>""九巴 KMB"",""ow",22.297637,114.172045,1,1
259,点,961,309,2604586675,加拿分道 Carnarvon Road, , ,D1, , , , ,"name:en=>""Carnarvon Road"",""name:zh""=>""加拿分道"",""railway""=>""subway_entrance""",22.297638,114.17234,1,1
260,点,962,2378,11139443094,海防道 Haiphong Road, , , , , , , ,"bus=>""yes"",""name:en""=>""Haiphong Road"",""name:zh""=>""海防道"",""public_transport""=>""stop_position""",22.297641,114.172122,1,1
261,点,963,1573,6250303442, , ,crossing, , , , , ,"crossing=>""uncontrolled""",22.297642,114.172277,1,1
262,点,966,1039,4849863713,Satami, , , , , , , ,"addr:street=>""漢口道 Hankow Road"",""shop""=>""clothes""",22.29766,114.17116,1,1
263,点,973,2277,10880215919,利棧, , , , , , , ,"addr:housenumber=>""23A"",""addr:street""=>""樂道 Lock Road"",""amenity""=>""restaurant"",""name:zh""=>""利棧""",22.297686,114.171461,1,1
264,点,974,2439,11250049615, , , , , , , , ,"addr:housenumber=>""36-50"",""addr:street""=>""樂道 Lock Road""",22.297689,114.171602,1,1
265,点,975,1045,4849887205,瑞安工藝 Shui On Arts & Crafts, , , , , , , ,"addr:housenumber=>""46"",""addr:street""=>""樂道 Lock Road"",""name:en""=>""Shui On Arts & Crafts"",""name:zh""=>""瑞安工藝"",""shop""=>""craft"",""website""=>""http://www.shuion-arts.com/""",22.297699,114.171626,1,1
266,点,977,1040,4849863714,Golf Island, , , , , , , ,"addr:street=>""漢口道 Hankow Road"",""shop""=>""golf""",22.297707,114.17116,1,1
267,点,978,2440,11250049616, , , , , , , , ,"addr:housenumber=>""83-97"",""addr:street""=>""彌敦道 Nathan Road""",22.297716,114.172009,1,1
268,点,981,113,1649048045, , , , , , , , ,"noexit=>""yes""",22.297722,114.170442,1,1
269,点,983,2303,10880216062,Asok Thai Garden, , , , , , , ,"amenity=>""restaurant"",""cuisine""=>""thai""",22.297724,114.170363,1,1
270,点,984,2376,11121537538,Milu Thai มิลู่ไทย, , , , , , , ,"addr:city=>""尖沙咀 Tsim Sha Tsui"",""addr:housenumber""=>""24-38, 4/F"",""addr:province""=>""Hong Kong"",""addr:street""=>""亞士厘道 Ashley Road"",""amenity""=>""restaurant"",""cuisine""=>""thai"",""phone""=>""+852 9775 3397""",22.297725,114.170549,1,1
271,点,985,1041,4849863715,Harry Lee & Company, , , , , , , ,"addr:street=>""漢口道 Hankow Road"",""name:en""=>""Harry Lee & Company"",""shop""=>""jewelry""",22.297726,114.171163,1,1
272,点,995,1051,4849902123,影舞者 Imagine, , , , , , , ,"addr:street=>""樂道 Lock Road"",""amenity""=>""restaurant"",""cuisine""=>""thai"",""name:en""=>""Imagine"",""name:zh""=>""影舞者""",22.297756,114.171456,1,1
273,点,996,2272,10880215910,何富記麵家, , , , , , , ,"addr:housenumber=>""42"",""addr:street""=>""漢口道 Hankow Road"",""amenity""=>""restaurant"",""cuisine""=>""noodle""",22.29776,114.171161,1,1
274,点,998,617,4069795312,大新銀行 Dah Sing Bank, , , , , , , ,"amenity=>""bank"",""atm""=>""yes"",""brand""=>""大新銀行 Dah Sing Bank"",""brand:en""=>""Dah Sing Bank"",""brand:wikidata""=>""Q5208707"",""brand:wikipedia""=>""en:Dah Sing Bank"",""brand:zh""=>""大新銀行"",""brand:zh-Hans""=>""大新银行"",""brand:zh-Hant""=>""大新銀行""",22.297767,114.172594,1,1
275,点,1000,888,4848019835,Wonderland, , , , , , , ,"addr:street=>""彌敦道 Nathan Road"",""shop""=>""jewelry""",22.297771,114.172326,1,1
276,点,1002,730,4416615094,祥興記上海生煎包 Cheung Hing Kee Shanghai Pan-fried Buns, , , , , , , ,"addr:housenumber=>""48"",""addr:street""=>""樂道 Lock Road"",""amenity""=>""fast_food"",""name:en""=>""Cheung Hing Kee Shanghai Pan-fried Buns"",""name:zh""=>""祥興記上海生煎包"",""takeaway""=>""only""",22.297777,114.171621,1,1
277,点,1007,2380,11139443096,海防道 Haiphong Road, ,bus_stop, , , , , ,"bus=>""yes"",""local_ref""=>""N6"",""name:en""=>""Haiphong Road"",""name:zh""=>""海防道"",""network""=>""KMB"",""network:wikidata""=>""Q312243"",""operator""=>""九巴 KMB"",""operator:en""=>""KMB"",""operator:wikidata""=>""Q312243"",""operator:zh""=>""九巴"",""owner""=>""九巴 KMB"",""ow",22.297798,114.172034,1,1
278,点,1009,2379,11139443095,海防道 Haiphong Road, , , , , , , ,"bus=>""yes"",""name:en""=>""Haiphong Road"",""name:zh""=>""海防道"",""public_transport""=>""stop_position""",22.297802,114.172111,1,1
279,点,1010,2285,10880215927,九龍餐室 Kowloon Restaurant, , , , , , , ,"amenity=>""restaurant"",""cuisine""=>""chinese"",""name:en""=>""Kowloon Restaurant"",""name:zh""=>""九龍餐室""",22.297814,114.171453,1,1
280,点,1012,887,4848019834,Fanda, , , , , , , ,"addr:street=>""彌敦道 Nathan Road"",""amenity""=>""pharmacy"",""healthcare""=>""pharmacy""",22.297825,114.172328,1,1
281,点,1014,1044,4849887203,香港小熊 Little Bear, , , , , , , ,"addr:street=>""樂道 Lock Road"",""name:en""=>""Little Bear"",""name:zh""=>""香港小熊"",""shop""=>""pastry""",22.297839,114.171616,1,1
282,点,1016,2273,10880215911,Bakehouse, , , , , , , ,"addr:housenumber=>""44"",""addr:street""=>""漢口道 Hankow Road"",""name:en""=>""Bakehouse"",""shop""=>""bakery""",22.297859,114.171154,1,1
283,点,1017,1042,4849863721,Johnson & Co, , , , , , , ,"addr:housenumber=>""42-44"",""addr:level""=>""1"",""addr:street""=>""漢口道 Hankow Road"",""name:zh""=>""Johnson & Co"",""shop""=>""jewelry""",22.297862,114.171203,1,1
284,点,1019,658,4264449398,德發牛丸粉麵 Tak Fat Beef Ball, , , , , , , ,"addr:housenumber=>""390"",""addr:street""=>""Haiphong Road"",""amenity""=>""restaurant"",""name:en""=>""Tak Fat Beef Ball"",""name:zh""=>""德發牛丸粉麵""",22.297875,114.170078,1,1
285,点,1020,886,4848019833,渣打銀行 Standard Chartered, , , , , , , ,"addr:street=>""彌敦道 Nathan Road"",""amenity""=>""bank"",""brand""=>""渣打銀行 Standard Chartered"",""brand:en""=>""Standard Chartered"",""brand:wikidata""=>""Q548278"",""brand:wikipedia""=>""en:Standard Chartered"",""brand:zh""=>""渣打銀行"",""brand:zh-Hans""=>""渣t""",22.297879,114.17233,1,1
286,点,1021,2304,10880216063,Showroom Luxury, , , , , , , ,"addr:housenumber=>""51"",""addr:street""=>""漢口道 Hankow Road"",""shop""=>""bag""",22.297884,114.17095,1,1
287,点,1024,606,4066472130,Pearl Harbour Guesthouse, , , , , , , ,"guest_house=>""guest_house"",""level""=>""11"",""tourism""=>""hostel""",22.297888,114.172439,1,1
288,点,1026,664,4275445189, , , ,28, , , , ,"amenity=>""post_box"",""collection_times""=>""Mo-Fr 17:00;Sa 16:30;PH off"",""drive_through""=>""no"",""operator""=>""香港郵政 Hongkong Post"",""operator:en""=>""Hongkong Post"",""operator:wikidata""=>""Q196631"",""operator:wikipedia""=>""zh:香港郵政"",""operator:zh""=>""2",22.297892,114.172058,1,1
289,点,1037,135,1986786259,Golden Crown Guesthouse, , , , , , , ,"guest_house=>""guest_house"",""level""=>""5"",""tourism""=>""hostel""",22.297921,114.172433,1,1
290,点,1038,676,4275696596,池記 Chee Kei, , , , , , , ,"addr:housenumber=>""37"",""addr:street""=>""樂道 Lock Road"",""amenity""=>""restaurant"",""cuisine""=>""chinese"",""name:en""=>""Chee Kei"",""name:zh""=>""池記""",22.297925,114.17161,1,1
291,点,1040,2305,10880216064,凱施餅店 Hoixe Cake Shop, , , , , , , ,"addr:housenumber=>""3"",""addr:street""=>""漢口道 Hankow Road"",""disused:shop""=>""bakery"",""name:en""=>""Hoixe Cake Shop"",""name:zh""=>""凱施餅店""",22.297933,114.170946,1,1
292,点,1043,654,4221323099,蘋果旅館 Apple Inn Hostel, , , , , , , ,"addr:city=>""Tsim Sha Tsui"",""addr:housenumber""=>""101"",""addr:level""=>""11"",""addr:street""=>""彌敦道 Nathan Road"",""addr:unit""=>""1103"",""email""=>""info@apple-inn.com"",""name:en""=>""Apple Inn Hostel"",""name:zh""=>""蘋果旅館"",""tourism""=>""hostel""",22.297942,114.171909,1,1
293,点,1044,1684,6384079277, , ,traffic_signals, , , , , ,"crossing=>""separate"",""traffic_signals""=>""signal""",22.297945,114.172101,1,1
294,点,1045,1104,4850175335,莎莎 Sasa, , , , , , , ,"addr:level=>""1-2"",""addr:street""=>""亞士厘道 Ashley Road"",""brand""=>""莎莎 Sasa"",""brand:en""=>""Sasa"",""brand:wikidata""=>""Q15910675"",""brand:wikipedia""=>""zh:莎莎國際"",""brand:zh""=>""莎莎"",""name:en""=>""Sasa"",""name:zh""=>""莎莎"",""shop""=>""cosmetics""",22.297945,114.170472,1,1
295,点,1046,2290,10880215932,HANNAH, , , , , , , ,"name:en=>""HANNAH"",""shop""=>""bag""",22.297945,114.171969,1,1
296,点,1050,610,4066472134, , , , , , , , ,"level=>""0"",""shop""=>""laundry""",22.29795,114.172435,1,1
297,点,1052,885,4848019832,卓悅 Bonjour, , , , , , , ,"addr:street=>""彌敦道 Nathan Road"",""brand""=>""卓悅 Bonjour"",""brand:en""=>""Bonjour"",""brand:wikidata""=>""Q10906081"",""brand:zh""=>""卓悅"",""name:en""=>""Bonjour"",""name:zh""=>""卓悅"",""shop""=>""cosmetics""",22.297956,114.172325,1,1
298,点,1059,1018,4849843766,寶中寶石行 Quality Gems Co., , , , , , , ,"addr:housenumber=>""55"",""addr:street""=>""漢口道 Hankow Road"",""name:en""=>""Quality Gems Co."",""name:zh""=>""寶中寶石行"",""shop""=>""jewelry""",22.297972,114.170943,1,1
299,点,1061,629,4109201890,尖沙咀站 Tsim Sha Tsui Station, ,bus_stop, , , , , ,"name:en=>""Tsim Sha Tsui Station"",""name:zh""=>""尖沙咀站"",""public_transport""=>""platform""",22.297977,114.172239,1,1
300,点,1062,2275,10880215913,OK便利店 Circle K, , , , , , , ,"name:en=>""Circle K"",""name:zh""=>""OK便利店"",""shop""=>""convenience""",22.297978,114.170245,1,1
301,点,1063,1103,4850175330,萬寧 Mannings, , , , , , , ,"addr:street=>""海防道 Haiphong Road"",""amenity""=>""pharmacy"",""brand""=>""萬寧 Mannings"",""brand:en""=>""Mannings"",""brand:wikidata""=>""Q13646560"",""brand:wikipedia""=>""zh:萬寧 (零售商)"",""brand:zh""=>""萬寧"",""brand:zh-Hans""=>""万宁"",""brand:zh-Hant""=>""萬",22.297983,114.170333,1,1
302,点,1065,607,4066472131,香港彩虹旅館 Rainbow Lodge Hong Kong, , , , , , , ,"addr:city=>""尖沙咀 Tsim Sha Tsui"",""addr:housenumber""=>""99-101"",""addr:level""=>""5"",""addr:street""=>""彌敦道 Nathan Road"",""addr:unit""=>""501"",""internet_access""=>""wlan"",""internet_access:fee""=>""yes"",""level""=>""5"",""name:en""=>""Rainbow Lodge Hong Kong"",""name",22.297985,114.171906,1,1
303,点,1067,1105,4850175336,金湖粉麵茶餐廳 Gold Lake Noodle Restaurant, , , , , , , ,"addr:street=>""海防道 Haiphong Road"",""amenity""=>""restaurant"",""name:en""=>""Gold Lake Noodle Restaurant"",""name:zh""=>""金湖粉麵茶餐廳""",22.297987,114.170415,1,1
304,点,1069,1106,4850175337,美珍香 Bee Cheng Hiang, , , , , , , ,"addr:street=>""亞士厘道 Ashley Road"",""name:en""=>""Bee Cheng Hiang"",""name:ko""=>""비첸향(비쳰향)"",""name:zh""=>""美珍香"",""shop""=>""food""",22.297989,114.170451,1,1
305,点,1072,2274,10880215912,Hello Milk Tee, , , , , , , ,"addr:housenumber=>""38-40"",""addr:street""=>""海防道 Haiphong Road"",""shop""=>""clothes""",22.297999,114.170624,1,1
306,点,1074,1107,4850175339,達陞有限公司 Henderson & Co. Ltd., , , , , , , ,"addr:street=>""海防道 Haiphong Road"",""name:en""=>""Henderson & Co. Ltd."",""name:zh""=>""達陞有限公司"",""office""=>""company""",22.298005,114.170728,1,1
307,点,1078,1519,5740761653, , ,crossing, , , , , ,"crossing=>""traffic_signals""",22.29801,114.172097,1,1
308,点,1080,1682,6384079270, , ,crossing, , , , , ,"crossing=>""traffic_signals""",22.298015,114.172179,1,1
309,点,1082,1019,4849845297,名人站 VIP Station, , , , , , , ,"addr:housenumber=>""57"",""addr:street""=>""漢口道 Hankow Road"",""name:en""=>""VIP Station"",""name:zh""=>""名人站"",""shop""=>""jewelry""",22.29802,114.17094,1,1
310,点,1084,2298,10880215992,麥蛋糕 M.cake, , , , , , , ,"addr:housenumber=>""45"",""addr:street""=>""海防道 Haiphong Road"",""name:en""=>""M.cake"",""name:zh""=>""麥蛋糕"",""shop""=>""bakery""",22.298026,114.171115,1,1
311,点,1085,2297,10880215991,Oxyair Mask, , , , , , , ,"addr:housenumber=>""46"",""addr:street""=>""海防道 Haiphong Road"",""shop""=>""chemist""",22.298029,114.171161,1,1
312,点,1086,706,4375047986,休閑小窩 Urban Pack Hostel, , , , , , , ,"addr:housenumber=>""53-55"",""addr:level""=>""14"",""addr:street""=>""海防道 Haiphong Road"",""email""=>""reception@urban-pack.com"",""name:en""=>""Urban Pack Hostel"",""name:zh""=>""休閑小窩"",""phone""=>""+852 2732 2271"",""tourism""=>""hostel"",""website""=>""http://urban-pa",22.298029,114.171903,1,1
313,点,1088,2296,10880215990,7-Eleven, , , , , , , ,"addr:country=>""HK"",""addr:housenumber""=>""47"",""addr:street""=>""海防道 Haiphong Road"",""brand""=>""7-Eleven"",""brand:wikidata""=>""Q259340"",""name:en""=>""7-Eleven"",""name:zh""=>""7-11便利店"",""shop""=>""convenience"",""website""=>""https://www.7-eleven.com.hk/""",22.298031,114.171207,1,1
314,点,1089,1050,4849898517,Staccato, , , , , , , ,"addr:housenumber=>""48"",""addr:street""=>""海防道 Haiphong Road"",""name:en""=>""Staccato"",""shop""=>""shoes""",22.298034,114.171253,1,1
315,点,1091,2295,10880215989,太子珠寶鐘錶 Prince Jewellery & Watch, , , , , , , ,"addr:housenumber=>""49-50"",""addr:street""=>""海防道 Haiphong Road"",""name:en""=>""Prince Jewellery & Watch"",""name:zh""=>""太子珠寶鐘錶"",""shop""=>""watches""",22.298038,114.171323,1,1
316,点,1092,2294,10880215988,米蘭站 Milan Station, , , , , , , ,"addr:housenumber=>""51-52"",""addr:street""=>""海防道 Haiphong Road"",""name:en""=>""Milan Station"",""name:zh""=>""米蘭站"",""shop""=>""bag""",22.298043,114.171415,1,1
317,点,1097,1043,4849887201,Tissot, , , , , , , ,"addr:housenumber=>""53-55"",""addr:street""=>""海防道 Haiphong Road"",""brand""=>""Tissot"",""brand:wikidata""=>""Q659530"",""name:en""=>""Tissot"",""shop""=>""watches""",22.298054,114.171602,1,1
318,点,1100,2292,10880215934,維特健靈 Vita Green, , , , , , , ,"name:en=>""Vita Green"",""name:zh""=>""維特健靈"",""shop""=>""nutrition_supplements""",22.298061,114.171721,1,1
319,点,1104,1108,4850175341,The Body Shop, , , , , , , ,"addr:street=>""海防道 Haiphong Road"",""brand""=>""The Body Shop"",""brand:wikidata""=>""Q837851"",""brand:wikipedia""=>""en:The Body Shop"",""shop""=>""cosmetics""",22.298065,114.171781,1,1
320,点,1105,2035,9394995380, , ,crossing, , , , , ,"crossing=>""uncontrolled""",22.298067,114.171041,1,1
321,点,1107,2291,10880215933,皇玥 Imperial Patisserie, , , , , , , ,"addr:street=>""海防道 Haiphong Road"",""name:en""=>""Imperial Patisserie"",""name:zh""=>""皇玥"",""shop""=>""pastry""",22.298068,114.171841,1,1
322,点,1109,1109,4850175343,名人站 VIP Station, , , , , , , ,"addr:street=>""海防道 Haiphong Road"",""name:en""=>""VIP Station"",""name:zh""=>""名人站"",""shop""=>""jewelry""",22.298072,114.1719,1,1
323,点,1111,902,4848052039,六福珠寶 Lukfook Jewellery, , , , , , , ,"addr:street=>""彌敦道 Nathan Road"",""brand""=>""六福珠寶 Lukfook Jewellery"",""brand:en""=>""Lukfook Jewellery"",""brand:wikidata""=>""Q10893397"",""brand:wikipedia""=>""en:Lukfook"",""brand:zh""=>""六福珠寶"",""brand:zh-Hans""=>""六福珠宝"",""brand:zh-Hant""=>""zh",22.298075,114.17196,1,1
